pretrain,neighbours,dataset_size,dataset,model,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_score_mean,test_f1_score_std,test_mcc_mean,test_mcc_std,test_aucroc_mean,test_aucroc_std,test_aucpr_mean,test_aucpr_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std,test_ppv_mean,test_ppv_std,test_npv_mean,test_npv_std,test_ARI_mean,test_ARI_std,test_NMI_mean,test_NMI_std,Inference Time (ms)_mean,Inference Time (ms)_std
False,2,0.1,fakenewsnet,tagconv,0.75,0.0,0.5625,0.0,0.75,0.0,0.6428571428571428,0.0,0.0,0.0,0.7179746333729687,0.0207593599476757,0.505160642638262,0.0425861124359788,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,14.28513526916504,13.698546488587368
False,2,0.1,fakenewsnet,graphsage,0.7620689655172415,0.0036062932178193,0.7611890105175145,0.0372336410144238,0.7620689655172415,0.0036062932178193,0.6829231894236093,0.0107981276191303,0.1871313482040709,0.0245293775483675,0.740487514863258,0.0213731376470301,0.5367710709644695,0.0395554759297875,0.0827586206896551,0.0283304771123361,0.9885057471264368,0.0090870047705987,0.7533333333333332,0.15563490039905,0.7638075695789084,0.004238634394102,0.0675443022159679,0.0183508712157025,0.0440654832212761,0.0122975753135769,13.99683952331543,8.09239844744409
False,2,0.1,fakenewsnet,chebnet,0.7663793103448275,0.0181342103172091,0.736563030619281,0.0416134913657581,0.7663793103448275,0.0181342103172091,0.7021481553892898,0.0394938606636515,0.2070522050315676,0.114945277064237,0.7353349187475228,0.025064171922004,0.4985873549217546,0.0334122076881402,0.1413793103448276,0.0931672833524572,0.974712643678161,0.013230878658875,0.6259189640768588,0.1261946950557948,0.7734443861334216,0.0174163705387572,0.1041151831573632,0.075942687954027,0.0552175250658259,0.0476942570106858,12.874698638916016,3.804454734276724
False,2,0.1,fakenewsnet,gat,0.7517241379310345,0.0038552896163789,0.5948648648648648,0.0723700379204323,0.7517241379310345,0.0038552896163789,0.6518971224853577,0.0202140089639018,0.034310015697711,0.0767195274091667,0.6839674990091161,0.024722388692817,0.459654904119003,0.027138969321523,0.0206896551724137,0.0462634753965473,0.9954022988505746,0.0102807723103438,0.12,0.2683281572999748,0.7531531531531531,0.0070506647939182,0.0147332239668775,0.0329444903176674,0.0067278390031507,0.0150439053527195,9.514570236206056,6.443302170296288
False,2,0.1,fakenewsnet,gcn,0.75,0.0,0.5625,0.0,0.75,0.0,0.6428571428571428,0.0,0.0,0.0,0.6876238604835514,0.0280393435646436,0.4401047165474862,0.0353128771222023,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,11.635494232177734,9.283467023113364
False,2,0.1,fakenewsnet,sgc,0.75,0.0,0.5625,0.0,0.75,0.0,0.6428571428571428,0.0,0.0,0.0,0.6905568767340469,0.0275824231975841,0.4416319924275099,0.0328081416784308,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,16.228246688842773,8.02395315333848
False,2,0.1,fakenewsnet,jknet,0.6482758620689656,0.2259253991234372,0.5560335759650114,0.285143212677506,0.6482758620689656,0.2259253991234372,0.5756802245619784,0.2684877103641226,0.1238725712703448,0.1328627486322643,,,,,0.3413793103448276,0.3869527895693855,0.7517241379310344,0.4237974835247153,0.3640096618357488,0.2498370492769097,0.6200415473414322,0.3470006369944262,0.0729573589367218,0.0671898855518409,0.0292990340659019,0.0318474302247444,14.604473114013672,5.150651458532132
False,2,0.1,fakenewsnet,feastconv,0.75,0.0,0.5625,0.0,0.75,0.0,0.6428571428571428,0.0,0.0,0.0,0.6857808164883077,0.0272445857619687,0.4350550429924271,0.0388398400840357,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,12.79582977294922,3.455801182823397
False,2,0.1,fakenewsnet,gin,0.75,0.0,0.5625,0.0,0.75,0.0,0.6428571428571428,0.0,0.0,0.0,0.6811038446294094,0.0326590873640656,0.4343603780515362,0.0337476388563507,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,5.40308952331543,3.321327642556475
False,2,0.1,fakenewsnet,appnp,0.75,0.0,0.5625,0.0,0.75,0.0,0.6428571428571428,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,15.963077545166016,8.186769850553766
False,2,0.1,welfake,feastconv,0.808876560332871,0.0072996934074567,0.8218189372458229,0.0052191521724735,0.808876560332871,0.0072996934074567,0.8061691523836657,0.0080887953590193,0.62905096727964,0.0118339737540472,0.8849472468232576,0.0045990333258391,0.8645578400310654,0.0080590610390744,0.9137466307277629,0.0156008583595555,0.6977142857142857,0.0268328157299974,0.7624810153590601,0.0135648579795141,0.8847171344457913,0.0149182238431765,0.380949176152037,0.018264752845421,0.3204074996552942,0.0119236631424841,16.555070877075195,8.168261822141233
False,2,0.1,welfake,tagconv,0.8651872399445214,0.0068930783022408,0.8666866795215121,0.006428104396345,0.8651872399445214,0.0068930783022408,0.864889963821204,0.0069929242806205,0.731379113634414,0.0133664958461998,0.9402217943781286,0.0008638803503616,0.9342919978049792,0.0030752198384215,0.9013477088948788,0.0086505695611219,0.8268571428571428,0.0162380254152946,0.8467460685171811,0.0115933003170933,0.8878237271861027,0.0079956087302665,0.5329532232166716,0.0201186353927872,0.4336340186233285,0.0174465358326349,14.930295944213867,4.631636044424495
False,2,0.1,welfake,gat,0.8482662968099861,0.0078825366093663,0.8495666043903715,0.0072788488159854,0.8482662968099861,0.0078825366093663,0.8480186348959977,0.0080653178613934,0.6974066669724707,0.0152639827919135,0.9172614555256065,0.0006375174468742,0.917851120017766,0.0083075349205864,0.8700808625336928,0.0256702284653566,0.8251428571428571,0.0362755891385231,0.8416924299127182,0.0244387387678135,0.8579132293366841,0.0194065813185944,0.4846433490820637,0.0221409394748314,0.3889154089757398,0.0184226251959363,15.65089225769043,6.66353671447164
False,2,0.1,welfake,sgc,0.6421636615811374,0.0173508959822424,0.6728263632621161,0.012637518116912,0.6421636615811374,0.0173508959822424,0.6201265767426365,0.0228125555523528,0.3075172084024004,0.0313969638965561,0.8382988063149789,0.0056815151255506,0.8653497355634754,0.00395409003721,0.8695417789757413,0.0088580467521051,0.4011428571428571,0.0440593292027456,0.6066001564557677,0.0159335717707712,0.7430261424768455,0.0099312861376015,0.0806435357124683,0.0209498628232335,0.0774081888655459,0.0149854253651233,17.484378814697266,6.7279276133373935
False,2,0.1,welfake,gcn,0.806380027739251,0.0057688306083454,0.8206148355053472,0.007190649131517,0.806380027739251,0.0057688306083454,0.8034152348291128,0.0060540897044918,0.6252459641923791,0.0120436024087885,0.8846830958798613,0.0064517760712021,0.8632129745502952,0.0085307121041231,0.9164420485175204,0.0180814122169794,0.6897142857142857,0.0204640052336799,0.7581071143991869,0.0093511730577479,0.8868730198778769,0.0188358088288257,0.3747342131609886,0.0141624169159026,0.3175233308777483,0.0152845488462797,21.210336685180664,9.023625816317734
False,2,0.1,welfake,jknet,0.6338418862690707,0.2032172305951995,0.4843179178774733,0.3399097438326454,0.6338418862690707,0.2032172305951995,0.5331467572294525,0.2950510077090919,0.2974624090849504,0.379128950439199,,,,,0.3498652291105121,0.4790963903582974,0.9348571428571428,0.0892234068310026,0.3402405002405002,0.4658943316451354,0.6370399805726649,0.2064023767980055,0.2029012702935276,0.2781453751691342,0.1648462347423529,0.2210023771047068,9.481382369995115,3.679760639037489
False,2,0.1,welfake,gin,0.815256588072122,0.0067521006627673,0.8237227184760558,0.0047550746981833,0.815256588072122,0.0067521006627673,0.8134418131878215,0.0072509114960137,0.6376862192280297,0.0115275018402752,0.8839383904505198,0.0132785445079792,0.8606554033426932,0.0225185920365805,0.90188679245283,0.0090607742932461,0.7234285714285715,0.0209372239549271,0.7758335899681912,0.0118754570869233,0.8744851946943925,0.0076372427375649,0.396868648126005,0.0171362269505447,0.3258352940713341,0.0111952026756655,15.606164932250977,5.972713108837466
False,2,0.1,welfake,chebnet,0.8693481276005548,0.0086837591359215,0.8694843645417201,0.0086476984619918,0.8693481276005548,0.0086837591359215,0.8693598466050062,0.0086807851144015,0.7386514526997209,0.0173347983931277,0.940067770504428,0.0032080597713364,0.933719879558733,0.0040527397253118,0.8679245283018868,0.0117490537561743,0.8708571428571428,0.0101820169606888,0.8769414384001417,0.0088949380338744,0.8615798662517934,0.0110940128798487,0.5452825659942084,0.0258181186885848,0.4412662788411133,0.0238747176820815,18.16887855529785,9.274123445663925
False,2,0.1,welfake,appnp,0.6895977808599169,0.0585521645891756,0.7542396869441137,0.0397289315490484,0.6895977808599169,0.0585521645891756,0.6615052948456114,0.0745479410433328,0.4313442839637201,0.1032514838627981,,,,,0.9477088948787064,0.0221942736929799,0.416,0.1235627577469879,0.6355020891402147,0.0501773359248529,0.8801015406162465,0.0393730655886349,0.153730830535703,0.0979355177460323,0.1729770494282155,0.080095988019045,20.05496025085449,8.171397511043544
False,2,0.1,welfake,graphsage,0.8712898751733702,0.0054073755033614,0.8722243773003822,0.0053327426734282,0.8712898751733702,0.0054073755033614,0.8710957039187879,0.00544097601376,0.7431027783015971,0.0107459485744349,0.9426954177897574,0.0022435270451431,0.9372734490072172,0.0029462153154086,0.8997304582210244,0.0113399913573922,0.8411428571428573,0.0137914495841681,0.8573577297628072,0.0097246137616912,0.8879830236902115,0.0102562692060717,0.5508966882413318,0.0161405190292781,0.4487742267003256,0.0150099491535977,21.31509780883789,12.453420656158036
